image_id,disease_name,category,confidence,severity,description,differential_diagnosis,precautions,recommended_medicines,recommended_diet,recommended_specialist
IMG_199.jpg,"Keratoacanthoma [Dataset Training Specimen #199]","Dermatopathology",92.7,Moderate,"Dome-shaped rapidly expanding tumor with central hyperkeratotic crateriform central plug. Verified medical training sample image reference IMG_199.jpg.","Squamous Cell Carcinoma; Verruca Vulgaris; Basal Cell Carcinoma","Excisional biopsy required due to SCC histopath overlap","Complete Surgical Excision (Full depth margin excision,  Single procedure))","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Dermatologist"
IMG_200.jpg,"Infantile Hemangioma [Dataset Training Specimen #200]","Vascular Lesions",95.8,Moderate,"Bright red strawberry-like vascular nodule proliferating in early infancy, self-involuting. Verified medical training sample image reference IMG_200.jpg.","Port-wine Stain; Vascular Malformation; Pyogenic Granuloma","Monitor growth near eye/airway; Reassure parents on involution","Propranolol 2mg/kg/day (Oral solution,  Divided doses)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Dermatologist"
IMG_201.jpg,"Viral Pneumonia (Chest X-Ray) [Dataset Training Specimen #201]","Chest X-Ray & Pulmonology",98.9,Severe,"Bilateral diffuse interstitial infiltrates and peribronchial thickening visible on posterior-anterior chest radiograph. Verified medical training sample image reference IMG_201.jpg.","Bacterial Pneumonia; Pulmonary Edema; COVID-19 Pneumonitis","Oxygen saturation monitoring; Isolation protocol; Sputum culture","Azithromycin 500mg (Oral tablet,  Once daily)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Radiologist / Orthopedic Surgeon"
IMG_202.jpg,"Pulmonary Tuberculosis (Chest Radiograph) [Dataset Training Specimen #202]","Chest X-Ray & Pulmonology",94.2,Severe,"Upper lobe apical cavitary lesion with focal consolidations and mediastinal lymphadenopathy on chest X-ray. Verified medical training sample image reference IMG_202.jpg.","Lung Abscess; Fungal Infection; Bronchogenic Carcinoma","Airborne isolation; Acid-fast bacilli stain; Report to public health","Rifampin + Isoniazid + Pyrazinamide + Ethambutol (Quadruple RIPE regimen,  2 months))","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Radiologist / Orthopedic Surgeon"
IMG_203.jpg,"Pneumothorax (Right Hemithorax X-Ray) [Dataset Training Specimen #203]","Chest X-Ray & Pulmonology",97.3,Severe,"Visceral pleural line detachment with absence of peripheral lung markings in right upper zone on erect X-ray. Verified medical training sample image reference IMG_203.jpg.","Giant Bulla; Pulmonary Embolism; Pleurisy","Urgent needle decompression if tension features; Avoid high altitude air travel","Intercostal Chest Tube Insertion (Tube thoracostomy drainage procedure), As prescribed)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Radiologist / Orthopedic Surgeon"
IMG_204.jpg,"Cardiomegaly & Pulmonary Congestion [Dataset Training Specimen #204]","Chest X-Ray & Pulmonology",92.6,High,"Enlarged cardiac silhouette with cardio-thoracic ratio >0.50, Kerley B lines, and vascular cephalization on erect CXR. Verified medical training sample image reference IMG_204.jpg.","Pericardial Effusion; Heart Failure; Dilated Cardiomyopathy","Sodium fluid restriction; Daily weight monitoring; ECG evaluation","Furosemide 40mg (Oral/IV loop diuretic,  Daily morning dose))","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Radiologist / Orthopedic Surgeon"
IMG_205.jpg,"Atelectasis (Left Lower Lobe Collapse) [Dataset Training Specimen #205]","Chest X-Ray & Pulmonology",95.7,Moderate,"Increased opacity with volume loss, elevation of left hemidiaphragm, and ipsilateral tracheal deviation on CXR. Verified medical training sample image reference IMG_205.jpg.","Pleural Effusion; Pneumonic Consolidation; Foreign Body Aspiration","Chest physiotherapy; Deep breathing incentive spirometry","Bronchodilator Albuterol Nebulization (4x/day as needed), As prescribed)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Radiologist / Orthopedic Surgeon"
IMG_206.jpg,"Pleural Effusion (Bilateral Basal) [Dataset Training Specimen #206]","Chest X-Ray & Pulmonology",98.8,High,"Blunting of costophrenic angles with meniscus sign and homogeneous fluid opacity in lower lung zones. Verified medical training sample image reference IMG_206.jpg.","Empyema; Hemothorax; Congestive Heart Failure","Diagnostic thoracentesis; Pleural fluid protein/LDH analysis","Therapeutic Thoracentesis drainage (Single clinical procedure), As prescribed)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Radiologist / Orthopedic Surgeon"
IMG_207.jpg,"COVID-19 Ground-Glass Opacities [Dataset Training Specimen #207]","Chest X-Ray & Pulmonology",94.1,Severe,"Bilateral peripheral and basal ground-glass attenuation with multi-focal air-space consolidations on chest X-ray. Verified medical training sample image reference IMG_207.jpg.","Influenza Pneumonia; Mycoplasma Pneumonia; Acute Respiratory Distress","Pulse oximetry monitoring; Proning positioning; Corticosteroid assessment","Dexamethasone 6mg (Oral/IV daily,  10 days for oxygen support))","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Radiologist / Orthopedic Surgeon"
IMG_208.jpg,"Chronic Obstructive Pulmonary Disease (COPD) [Dataset Training Specimen #208]","Chest X-Ray & Pulmonology",97.2,Moderate,"Hyperinflated lung fields, flattened diaphragmatic domes, retrosternal space widening, and attenuated vessels. Verified medical training sample image reference IMG_208.jpg.","Asthma Exacerbation; Emphysema; Bronchiectasis","Smoking cessation; Pneumococcal & Influenza vaccination","Tiotropium Inhaler 18mcg (Dry powder inhalation,  Once daily morning))","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Radiologist / Orthopedic Surgeon"
IMG_209.jpg,"Solitary Pulmonary Nodule (Coin Lesion) [Dataset Training Specimen #209]","Chest X-Ray & Pulmonology",92.5,Moderate,"Well-circumscribed radiopaque nodule <3cm in right upper lobe without calcification on high-resolution CXR. Verified medical training sample image reference IMG_209.jpg.","Granuloma; Hamartoma; Primary Bronchogenic Adenocarcinoma","Compare prior CXRs; High-resolution chest CT scan scheduling","Chest CT with IV Contrast & PET-CT evaluation (Standard application, As prescribed)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Radiologist / Orthopedic Surgeon"
IMG_210.jpg,"Idiopathic Pulmonary Fibrosis [Dataset Training Specimen #210]","Chest X-Ray & Pulmonology",95.6,Severe,"Bilateral reticular subpleural opacities with honeycombing appearance and traction bronchiectasis. Verified medical training sample image reference IMG_210.jpg.","Asbestosis; Sarcoidosis; Connective Tissue Lung Disease","Pulmonary function test (PFT); Avoid environmental irritants","Pirfenidone / Nintedanib 200mg (Anti-fibrotic daily oral therapy), As prescribed)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Radiologist / Orthopedic Surgeon"
IMG_211.jpg,"Distal Radius Colles Fracture [Dataset Training Specimen #211]","Bone & Skeletal Radiography",98.7,High,"Extra-articular fracture of distal radial metaphysis with dorsal displacement and angulation (dinner-fork deformity). Verified medical training sample image reference IMG_211.jpg.","Smith Fracture; Scaphoid Fracture; Radiocarpal Dislocation","Immobilize in volar splint; Neurovascular examination of distal hand","Closed Reduction + Short Arm Fiberglass Cast (Immobilization 6 weeks), As prescribed)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Radiologist / Orthopedic Surgeon"
IMG_212.jpg,"Femoral Neck Fracture (Displaced) [Dataset Training Specimen #212]","Bone & Skeletal Radiography",94,Severe,"Cortical disruption and impaction of left intracapsular femoral neck with shortening on pelvic AP X-ray. Verified medical training sample image reference IMG_212.jpg.","Intertrochanteric Fracture; Pubic Ramus Fracture; Acetabular Fracture","Non-weight bearing status; Thromboembolism prophylaxis","Hemiarthroplasty / Total Hip Arthroplasty (Orthopedic surgery procedure), As prescribed)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Radiologist / Orthopedic Surgeon"
IMG_213.jpg,"Osteoarthritis (Knee Joint Space Narrowing) [Dataset Training Specimen #213]","Bone & Skeletal Radiography",97.1,Moderate,"Asymmetric medial compartment joint space narrowing, subchondral sclerosis, and marginal osteophytes on weight-bearing knee X-ray. Verified medical training sample image reference IMG_213.jpg.","Rheumatoid Arthritis; Gouty Arthropathy; Meniscal Tear","Low-impact quadriceps strengthening; Weight management","Meloxicam 15mg (Oral NSAID tablet,  Once daily with meal))","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Radiologist / Orthopedic Surgeon"
IMG_214.jpg,"Vertebral Compression Fracture (L2 Spine) [Dataset Training Specimen #214]","Bone & Skeletal Radiography",92.4,High,"Anterior vertebral body height loss >25% with cortical endplate disruption on lateral lumbar spine radiograph. Verified medical training sample image reference IMG_214.jpg.","Metastatic Bone Lesion; Multiple Myeloma; Discitis","Rigid thoracolumbar orthosis brace; DXA bone mineral density test","Calcitonin / Teriparatide + Calcium 1200mg & Vitamin D3 2000IU daily (Standard application, As prescribed)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Radiologist / Orthopedic Surgeon"
IMG_215.jpg,"Clavicle Shaft Mid-Third Fracture [Dataset Training Specimen #215]","Bone & Skeletal Radiography",95.5,Moderate,"Complete transverse fracture through middle third of clavicle with inferior displacement of distal fragment. Verified medical training sample image reference IMG_215.jpg.","Acromioclavicular Joint Separation; Sternoclavicular Dislocation","Figure-of-eight or sling immobilization; Avoid overhead shoulder lifting","Analgesic Acetaminophen 1000mg (Oral 3x/day as needed), As prescribed)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Radiologist / Orthopedic Surgeon"
IMG_216.jpg,"Ankle Bi-Malleolar Fracture [Dataset Training Specimen #216]","Bone & Skeletal Radiography",98.6,Severe,"Disruption of lateral malleolus and medial malleolus with talar tilt on mortise ankle radiograph. Verified medical training sample image reference IMG_216.jpg.","Uni-malleolar Fracture; High Fibular Maisonneuve Fracture","Non-weight bearing posterior splint; Elevate above heart level","Open Reduction and Internal Fixation (ORIF orthopedic surgery), As prescribed)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Radiologist / Orthopedic Surgeon"
IMG_217.jpg,"Osteomyelitis (Tibial Metaphysis) [Dataset Training Specimen #217]","Bone & Skeletal Radiography",93.9,Severe,"Cortical erosion, periosteal reaction, involucrum formation, and focal radiolucency in proximal tibia. Verified medical training sample image reference IMG_217.jpg.","Ewing Sarcoma; Osteosarcoma; Bone Infarct","Parenteral antibiotic therapy; Non-weight bearing on affected limb","Vancomycin / Cefepime IV (Parenteral culture-guided antibiotics,  6 weeks))","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Radiologist / Orthopedic Surgeon"
IMG_218.jpg,"Glenohumeral Anterior Dislocation [Dataset Training Specimen #218]","Bone & Skeletal Radiography",97,High,"Humeral head displaced subcoracoid anteriorly relative to glenoid fossa on scapular Y-view shoulder X-ray. Verified medical training sample image reference IMG_218.jpg.","Posterior Shoulder Dislocation; Rotator Cuff Tear; Greater Tuberosity Fracture","Prompt neurovascular axillary nerve evaluation; Post-reduction sling immobilization","Closed Shoulder Reduction under procedural sedation (Immediate procedure), As prescribed)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Radiologist / Orthopedic Surgeon"
IMG_219.jpg,"Calcaneal Fracture (Intra-Articular) [Dataset Training Specimen #219]","Bone & Skeletal Radiography",92.3,Severe,"Depression of posterior facet with Bohler angle reduction <20 degrees on lateral foot X-ray. Verified medical training sample image reference IMG_219.jpg.","Talus Fracture; Lisfranc Dislocation; Severe Ankle Sprain","Strict elevation to prevent skin blistering; Non-weight bearing","Surgical ORIF vs Non-operative casting depending on Bohler angle (Standard application, As prescribed)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Radiologist / Orthopedic Surgeon"
IMG_220.jpg,"Scaphoid Waist Fracture [Dataset Training Specimen #220]","Bone & Skeletal Radiography",95.4,High,"Radiolucent fracture line through scaphoid waist on dedicated scaphoid view radiograph. Verified medical training sample image reference IMG_220.jpg.","Radial Styloid Fracture; De Quervain Tenosynovitis; Triquetral Fracture","Thumb spica casting; High index suspicion for avascular necrosis","Thumb Spica Fiberglass Immobilization Cast (8-12 weeks duration), As prescribed)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Radiologist / Orthopedic Surgeon"
IMG_221.jpg,"Small Bowel Obstruction (Abdominal X-Ray) [Dataset Training Specimen #221]","Abdominal & Dental Radiography",98.5,Severe,"Central dilated small bowel loops >3cm with step-ladder air-fluid levels on erect abdominal X-ray. Verified medical training sample image reference IMG_221.jpg.","Paralytic Ileus; Large Bowel Obstruction; Volvulus","Nasogastric tube decompression; NPO bowel rest; Surgical consultation","IV Fluid Resuscitation + Surgical Laparotomy / Decompression (Standard application, As prescribed)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Radiologist / Orthopedic Surgeon"
IMG_222.jpg,"Renal Calculus / Kidney Stone (KUB Radiograph) [Dataset Training Specimen #222]","Abdominal & Dental Radiography",93.8,High,"Radiopaque 8mm calcification projected over right ureterovesical junction on KUB X-ray. Verified medical training sample image reference IMG_222.jpg.","Phlebolith; Gallstone; Mesenteric Lymph Node Calcification","Strain urine for stone analysis; Hydration >3 liters daily","Tamsulosin 0.4mg (Alpha-blocker capsule,  Once daily)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Radiologist / Orthopedic Surgeon"
IMG_223.jpg,"Periapical Dental Lesion (Mandibular Radiograph) [Dataset Training Specimen #223]","Abdominal & Dental Radiography",96.9,Moderate,"Well-defined radiolucency surrounding apex of lower first molar tooth on periapical dental X-ray. Verified medical training sample image reference IMG_223.jpg.","Radicular Cyst; Dentigerous Cyst; Periapical Granuloma","Avoid chewing on affected side; Maintain oral hygiene antiseptic rinse","Root Canal Treatment (Endodontic therapy) + Amoxicillin 500mg, As prescribed)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Radiologist / Orthopedic Surgeon"
IMG_224.jpg,"Mammographic Microcalcifications (Category BI-RADS 4) [Dataset Training Specimen #224]","Mammography & Soft Tissue",92.2,High,"Pleomorphic clustered microcalcifications in upper outer quadrant of right breast on MLO view mammogram. Verified medical training sample image reference IMG_224.jpg.","Fibroadenoma; Duct Ectasia; Invasive Ductal Carcinoma","Stereotactic core needle biopsy; Compare prior diagnostic mammograms","Stereotactic Core Needle Biopsy (Diagnostic tissue biopsy procedure), As prescribed)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Dermatologist"
IMG_225.jpg,"Pneumoperitoneum (Free Air Under Diaphragm) [Dataset Training Specimen #225]","Abdominal & Dental Radiography",95.3,Severe,"Crescentic radiolucent air collection under right hemidiaphragm on upright chest/abdominal radiograph. Verified medical training sample image reference IMG_225.jpg.","Chilaiditi Sign; Subdiaphragmatic Abscess; Post-laparoscopy state","Emergent exploratory laparotomy; Broad-spectrum IV antibiotics","Emergency Exploratory Laparotomy + IV Piperacillin-Tazobactam (Standard application, As prescribed)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Radiologist / Orthopedic Surgeon"
IMG_226.jpg,"Basal Cell Carcinoma (Superficial) [Dataset Training Specimen #226]","Dermatopathology",98.4,Moderate,"Translucent, pearly nodule with fine telangiectasias and rolled borders on sun-exposed skin. Verified medical training sample image reference IMG_226.jpg.","Squamous Cell Carcinoma; Intradermal Nevus; Actinic Keratosis","Avoid UV exposure; Schedule punch biopsy; Apply SPF 50+","Imiquimod 5% Cream (Thin film,  5x/week)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Dermatologist"
IMG_227.jpg,"Melanoma (In Situ / Early Stage) [Dataset Training Specimen #227]","Cutaneous Oncology",93.7,Severe,"Malignant neoplasm of melanocytes with asymmetrical borders, dark color variation, diameter >6mm. Verified medical training sample image reference IMG_227.jpg.","Atypical Dysplastic Nevus; Seborrheic Keratosis; Pigmented BCC","Schedule urgent wide excision; Avoid tanning; Monthly self-exams","Wide Local Surgical Excision (Standard of care,  Single procedure)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Surgical Oncologist / Dermatopathologist"
IMG_228.jpg,"Psoriasis Vulgaris [Dataset Training Specimen #228]","Dermatology",96.8,Moderate,"Erythematous plaques covered with silvery-white lamellar scales on extensor surfaces. Verified medical training sample image reference IMG_228.jpg.","Atopic Dermatitis; Tinea Corporis; Lichen Planus","Emollient lubrication; Avoid Koebner trauma; Monitor joints","Calcipotriene 0.005% Ointment (Thin layer,  Twice daily)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Dermatologist"
IMG_229.jpg,"Atopic Dermatitis (Eczema Flare) [Dataset Training Specimen #229]","Dermatology",92.1,Moderate,"Pruritic, patchy erythema with scaling, flexural lichenification, and epidermal barrier defect. Verified medical training sample image reference IMG_229.jpg.","Contact Dermatitis; Seborrheic Dermatitis; Nummular Eczema","Gentle fragrance-free soaps; Apply ceramic moisturizer; Control room humidity","Hydrocortisone 1% Cream (Thin layer,  Twice daily)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Dermatologist"
IMG_230.jpg,"Actinic Keratosis [Dataset Training Specimen #230]","Dermatopathology",95.2,Moderate,"Pre-cancerous rough, scaly, hyperkeratotic papule arising on chronically sun-damaged dermal surfaces. Verified medical training sample image reference IMG_230.jpg.","Squamous Cell Carcinoma in situ; Seborrheic Keratosis; Discoid Lupus","Wear wide-brimmed protective hat; Monitor rapid growth; Sunscreen daily","Fluorouracil 5% Topical Cream (Apply twice daily,  3-4 weeks))","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Dermatologist"
IMG_231.jpg,"Tinea Corporis (Ringworm) [Dataset Training Specimen #231]","Infectious Pathology",98.3,Moderate,"Annular erythematous plaque with raised scaly leading edge and central clearing. Verified medical training sample image reference IMG_231.jpg.","Pityriasis Rosea; Nummular Eczema; Erythema Annulare Centrifugum","Keep skin folds dry; Do not share linens or towels; Hot wash clothing","Terbinafine 1% Cream (Apply lesion + 2cm border,  Twice daily)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Dermatologist"
IMG_232.jpg,"Seborrheic Keratosis [Dataset Training Specimen #232]","Dermatology",93.6,Moderate,"Benign waxy brown or black stuck-on epidermal papule with comedo-like openings. Verified medical training sample image reference IMG_232.jpg.","Melanoma; Pigmented BCC; Verruca Vulgaris","Reassure patient; Avoid mechanical scratching or trauma","Cryotherapy with liquid nitrogen (Cosmetic indication,  Single session))","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Dermatologist"
IMG_233.jpg,"Squamous Cell Carcinoma [Dataset Training Specimen #233]","Cutaneous Oncology",96.7,High,"Firm hyperkeratotic erythematous nodule with central cutaneous ulceration or crusting. Verified medical training sample image reference IMG_233.jpg.","Basal Cell Carcinoma; Keratoacanthoma; Actinic Keratosis","Urgent histopathology evaluation; Complete excision margin assessment","Mohs Micrographic Surgery (Margin controlled excision,  Single procedure))","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Surgical Oncologist / Dermatopathologist"
IMG_234.jpg,"Dysplastic Nevus (Atypical Mole) [Dataset Training Specimen #234]","Dermatopathology",99.8,Moderate,"Atypical melanocytic lesion with irregular pigmentation, variable shades, ill-defined margin. Verified medical training sample image reference IMG_234.jpg.","Cutaneous Melanoma; Compound Nevus; Seborrheic Keratosis","Sequential digital dermoscopy; Excision if ABCDE evolution noted","Excisional Biopsy (Diagnostic procedure,  2mm margin)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Dermatologist"
IMG_235.jpg,"Alopecia Areata [Dataset Training Specimen #235]","Hair & Nail Pathology",95.1,Moderate,"Autoimmune patch hair loss featuring smooth round patches with exclamation-mark hair follicles. Verified medical training sample image reference IMG_235.jpg.","Tinea Capitis; Trichotillomania; Telogen Effluvium","Scalp sunscreen protection; Gentle hair grooming; Reassurance","Triamcinolone Acetonide 10mg/ml (Intralesional injection,  Every 4 weeks))","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Dermatologist"
IMG_236.jpg,"Vitiligo (Generalized) [Dataset Training Specimen #236]","Pigmentary Disorders",98.2,Moderate,"Autoimmune depigmented chalk-white macules due to complete loss of epidermal melanocytes. Verified medical training sample image reference IMG_236.jpg.","Pityriasis Alba; Tinea Versicolor; Post-inflammatory Hypopigmentation","Apply strict sunblock; Tacrolimus ointment application; Avoid friction","Tacrolimus 0.1% Ointment (Apply to depigmented zones,  Twice daily)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Dermatologist"
IMG_237.jpg,"Rosacea (Erythematotelangiectatic) [Dataset Training Specimen #237]","Dermatology",93.5,Moderate,"Central facial erythema, flushing, telangiectasia, and skin sensitivity triggered by hot drinks/spicy food. Verified medical training sample image reference IMG_237.jpg.","Systemic Lupus Erythematosus; Acne Vulgaris; Seborrheic Dermatitis","Avoid spicy food, caffeine, hot showers; Use mild barrier cleanser","Metronidazole 0.75% Gel (Apply thin layer,  Twice daily)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Dermatologist"
IMG_238.jpg,"Bullous Pemphigoid [Dataset Training Specimen #238]","Autoimmune & Inflammatory",96.6,Severe,"Tense subepidermal bullae on erythematous urticarial base with IgG antibasement antibody. Verified medical training sample image reference IMG_238.jpg.","Pemphigus Vulgaris; Epidermolysis Bullosa Acquisita; Linear IgA","Wound care for eroded bullae; Infection surveillance; Avoid friction","Clobetasol Propionate 0.05% Ointment (High potency,  Twice daily)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Dermatologist"
IMG_239.jpg,"Lichen Planus [Dataset Training Specimen #239]","Autoimmune & Inflammatory",99.7,Moderate,"Pruritic, purple, polygonal, planar papules with fine white Wickham striae on flexors and mucosa. Verified medical training sample image reference IMG_239.jpg.","Psoriasis; Graft vs Host Disease; Secondary Syphilis","Avoid scratching; Mucosal oral hygiene; Avoid drug triggers","Betamethasone Dipropionate 0.05% (Topical application,  Twice daily)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Dermatologist"
IMG_240.jpg,"Contact Dermatitis (Allergic Nickel) [Dataset Training Specimen #240]","Allergic & Contact Dermatoses",95,Moderate,"Erythematous vesicular rash strictly localized to contact zones (belt buckle, jewelry, snaps). Verified medical training sample image reference IMG_240.jpg.","Irritant Dermatitis; Atopic Dermatitis; Scabies","Eliminate nickel jewelry/metals; Use leather buckles; Apply barrier cream","Triamcinolone 0.1% Cream (Apply to affected zone,  Twice daily)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Dermatologist"
IMG_241.jpg,"Molluscum Contagiosum [Dataset Training Specimen #241]","Infectious Pathology",98.1,Moderate,"Poxvirus smooth umbilicated dome-shaped flesh-colored papules in children/immunocompromised. Verified medical training sample image reference IMG_241.jpg.","Verruca Vulgaris; Cryptococcosis; Syringoma","Avoid sharing bath towels; Do not squeeze lesions; Reassure parents","Cantharidin 0.7% Solution (In-clinic topical application,  Single procedure))","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Dermatologist"
IMG_242.jpg,"Scabies Infection (Sarcoptes) [Dataset Training Specimen #242]","Infectious Pathology",93.4,Moderate,"Intense nocturnal pruritus with interdigital burrows, erythematous papules, secondary crusts. Verified medical training sample image reference IMG_242.jpg.","Atopic Dermatitis; Insect Bites; Dyshidrotic Eczema","Treat all household contacts simultaneously; Wash bedding in hot water","Permethrin 5% Cream (Massage neck to toes,  Leave 12h)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Dermatologist"
IMG_243.jpg,"Hidradenitis Suppurativa (Hurley II) [Dataset Training Specimen #243]","Autoimmune & Inflammatory",96.5,High,"Recurrent inflammatory painful nodules, sinus tracts, and scarring in axillary/inguinal apocrine zones. Verified medical training sample image reference IMG_243.jpg.","Furunculosis; Lymphadenitis; Crohn Cutaneous Disease","Loose breathable clothing; Weight management; Warm compresses","Adalimumab 40mg (Subcutaneous injection,  Weekly)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Dermatologist"
IMG_244.jpg,"Erythema Nodosum [Dataset Training Specimen #244]","Autoimmune & Inflammatory",99.6,Moderate,"Tender subcutaneous erythematous nodules on anterior shins associated with sarcoidosis/strep. Verified medical training sample image reference IMG_244.jpg.","Panniculitis; Superficial Thrombophlebitis; Cellulitis","Leg elevation; Rest during acute phase; Screen underlying cause","Naproxen 500mg (Oral tablet,  Twice daily)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Dermatologist"
IMG_245.jpg,"Pityriasis Rosea [Dataset Training Specimen #245]","Dermatology",94.9,Moderate,"Initial herald patch followed by Christmas-tree distribution of oval salmon-pink scaly lesions. Verified medical training sample image reference IMG_245.jpg.","Secondary Syphilis; Tinea Versicolor; Guttate Psoriasis","Reassurance of self-limiting course (6-8 weeks); Lukewarm baths","Calamine Lotion & Cetirizine 10mg (Apply topically / 1 tab daily for itch), As prescribed)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Dermatologist"
IMG_246.jpg,"Cutaneous Lupus Erythematosus (Malar) [Dataset Training Specimen #246]","Autoimmune & Inflammatory",98,High,"Fixed erythematous malar rash sparing nasolabial folds, exacerbated by solar exposure. Verified medical training sample image reference IMG_246.jpg.","Rosacea; Seborrheic Dermatitis; Dermatomyositis","Strict photoprotection UV filter; ANA test screening; Avoid heat","Hydroxychloroquine 200mg (Oral tablet,  Twice daily)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Consultant Dermatologist"
IMG_247.jpg,"Kaposi Sarcoma (Classic/HIV) [Dataset Training Specimen #247]","Cutaneous Oncology",93.3,Severe,"HHV-8 driven violaceous vascular macules, plaques, and lesions on lower limbs or mucosa. Verified medical training sample image reference IMG_247.jpg.","Bacillary Angiomatosis; Angiosarcoma; Hematoma","Immunological evaluation (CD4/Viral load); Protect from trauma","Antiretroviral Therapy + Liposomal Doxorubicin (Systemic chemotherapy regimen), As prescribed)","Anti-inflammatory dietary protocol; Adequate hydration (2.5L daily); Targeted nutritional supplementation","Surgical Oncologist / Dermatopathologist"
